Sentence;Schema;Schema Slot;Slot Value;Pattern;Lexical Trigger;Target LM;Target CM;Source LM;Source CM;Sentence ID;Sentence DE;QUALY;Source LM DE
Heck, you might even get some gun control relief down the line...;01 Health and Safety;Protection;gun control;;relief;gun control;Control of Guns;relief;Physical Burden;2378652;Verdammt, Sie könnten sogar eine Erleichterung bei der Waffenkontrolle auf der ganzen Linie bekommen ...;high;Erleichterung
And because the deductions are made before tax, employees get the tax relief straight away.;01 Health and Safety;Protection;tax;;relief;tax;Taxation;relief;Physical Burden;2097277;Und weil die Abzüge vor Steuern vorgenommen werden, kommen die Arbeitnehmer sofort in den Genuss der Steuerentlastung.;high;Steuerentlastung
Riley said accommodations taxes relieve local taxpayers of paying the costs of accommodating visitors.;01 Health and Safety;Protection;taxes;;relieve;taxes;Taxation;relieve;Physical Burden;158693;Riley sagte, dass die Beherbergungssteuern die lokalen Steuerzahler von den Kosten für die Unterbringung von Besuchern entlasten.;high;entlasten
How could taxes relieve our most pressing problems?;01 Health and Safety;Protection;taxes;;relieve;taxes;Taxation;relieve;Physical Burden;1973718;Wie könnten Steuern unsere dringendsten Probleme lindern?;high;lindern
Maybe taxes relieve us of paying tolls on every road, but they are an inconvenience.;01 Health and Safety;Protection;taxes;;relieve;taxes;Taxation;relieve;Physical Burden;1973719;Vielleicht entlasten uns Steuern von der Zahlung von Mautgebühren auf jeder Straße, aber sie sind eine Unannehmlichkeit.;high;entlasten
While it is true that wealth is a blessing from God, poverty should not be seen conversely as God's disfavor because, in a sense, poverty relieves the individual from tremendous responsibility.;01 Health and Safety;Protection;poverty;;relieves;poverty;Poverty;relieves;Physical Burden;1973425;Reichtum ist zwar ein Segen Gottes, aber Armut sollte nicht umgekehrt als Ungnade Gottes angesehen werden, denn Armut entlastet den Einzelnen gewissermaßen von enormer Verantwortung.;high;entlastet
So taxation relieves the deficit, and only makes insignificant interest payments on the debt owed to the Federal Reserve.;01 Health and Safety;Protection;taxation;;relieves;taxation;Taxation;relieves;Physical Burden;158601;Die Besteuerung entlastet also das Defizit und leistet nur unbedeutende Zinszahlungen auf die Schulden gegenüber der Federal Reserve.;high;entlastet
These cowards have zero education about what this nation was founded or what democracy is let alone what it means to fight to protect the freedoms that a true democracy covets.;01 Health and Safety;Protection;freedoms;;protect;freedoms;Democracy;protect;Physical Harm;155879;Diese Feiglinge haben null Bildung darüber, was diese Nation gegründet wurde oder was Demokratie ist, ganz zu schweigen davon, was es bedeutet, für den Schutz der Freiheiten zu kämpfen, die eine wahre Demokratie begehrt.;medium;Schutz
Over the course of weeks, Emerald editorials went from praising the IFC as a haven of democracy to a waste of student time and money.;01 Health and Safety;Protection;democracy;;haven;democracy;Democracy;haven;Physical Location/Protection/Natural Physical Force;155306;Im Laufe der Wochen wandelten sich Emerald-Leitartikel vom Lob der IFC als Hort der Demokratie zu einer Verschwendung von Studentenzeit und -geld.;high;Hort
The Senate is a bulwark against an avalanche of really extreme legislation.;01 Health and Safety;Protection;Senate;;bulwark;Senate;Government;bulwark;Protection;1971149;Der Senat ist ein Bollwerk gegen eine Lawine wirklich extremer Gesetzgebung.;high;Bollwerk
"The 2011 Civic Mission of Schools report, ""The Guardian of Democracy,"" raises major concern surrounding diminished civic learning in the United States and outlines six proven practices that can help restore the civic mission of schools.";01 Health and Safety;Protection;Democracy;;Guardian;Democracy;Democracy;Guardian;Protection;3118384;Der Bericht „The Guardian of Democracy“ der Bürgermission der Schulen aus dem Jahr 2011 äußert große Besorgnis über das verminderte staatsbürgerliche Lernen in den Vereinigten Staaten und skizziert sechs bewährte Praktiken, die dazu beitragen können, die staatsbürgerliche Mission von Schulen wiederherzustellen.;high;Guardian
We will not partake in an election to choose a new oppressor, a new custodian of capital, a new guardian of poverty.;01 Health and Safety;Protection;poverty;;guardian;poverty;Poverty;guardian;Protection;3121114;Wir werden nicht an einer Wahl teilnehmen, um einen neuen Unterdrücker, einen neuen Verwalter des Kapitals, einen neuen Hüter der Armut zu wählen.;high;Hüter
So that from this it may appear how much he sins in the Church, who, preferring himself and his children to Christ, preserves his wealth, and does not share an abundant estate with the poverty of the needy.;01 Health and Safety;Protection;wealth;;preserves;wealth;Wealth;preserves;Protection;135214;Damit daraus ersichtlich wird, wie sehr er in der Kirche sündigt, der sich und seine Kinder Christus vorzieht, seinen Reichtum bewahrt und einen reichen Besitz nicht mit der Armut der Bedürftigen teilt.;high;bewahrt
In the face of continuing regional instability, an organized international effort to promote and protect democracy continues.;01 Health and Safety;Protection;democracy;;protect;democracy;Democracy;protect;Protection;1996947;Angesichts der anhaltenden regionalen Instabilität wird eine organisierte internationale Anstrengung zur Förderung und zum Schutz der Demokratie fortgesetzt.;high;Schutz
This resolution expresses the sense of the House that the President, without undue delay, should transmit to Congress for its consideration proposed legislation, consistent with United States law regarding protection of human rights, to assist the Government of Colombia protect its democracy from United States-designated foreign terrorist organizations and the scourge of illicit narcotics.;01 Health and Safety;Protection;democracy;;protect;democracy;Democracy;protect;Protection;2005807;Diese Entschließung bringt die Auffassung des Repräsentantenhauses zum Ausdruck, dass der Präsident dem Kongress unverzüglich Gesetzesvorschläge zur Prüfung vorlegen sollte, die mit den Gesetzen der Vereinigten Staaten zum Schutz der Menschenrechte in Einklang stehen, um die kolumbianische Regierung beim Schutz ihrer Demokratie vor den Vereinigten Staaten zu unterstützen. ausgewiesene ausländische Terrororganisationen und die Geißel der illegalen Betäubungsmittel.;low;Schutz
The purpose of the NRA is to preserve and protect Gun owners and promote the shooting sports.;01 Health and Safety;Protection;Gun owners;;protect;Gun owners;Gun Rights;protect;Protection;2729137;Der Zweck der NRA ist es, Waffenbesitzer zu erhalten und zu schützen und den Schießsport zu fördern.;high;schützen
Dudley claimed to be at the United Nations for the Arms Trade Treaty conference, yet nobody saw him in the building, but they did see Alan Gottlieb there, fighting to protect Americans' gun rights.;01 Health and Safety;Protection;gun rights;;protect;gun rights;Gun Rights;protect;Protection;2865555;Dudley behauptete, an der Waffenhandelsvertragskonferenz der Vereinten Nationen teilzunehmen, aber niemand sah ihn im Gebäude, aber sie sahen dort Alan Gottlieb, der für den Schutz der Waffenrechte der Amerikaner kämpfte.;high;Schutz
Protect the guns?;01 Health and Safety;Protection;guns;;protect;guns;Guns;Protect;Protection;2145319;Schützen Sie die Waffen?;high;schützen
When the crunch comes people who protect guns will not fight because a gun is not worth your life.;01 Health and Safety;Protection;guns;;protect;guns;Guns;protect;Protection;2156099;Wenn es hart auf hart kommt, werden Waffenschützer nicht kämpfen, weil eine Waffe dein Leben nicht wert ist.;high;Waffenschützer
DeFazio Fights for Common Sense Reforms to Protect Taxpayers and the Environment from Hardrock Mining Giveaways;01 Health and Safety;Protection;taxpayers;;protect;Taxpayers;Taxation;Protect;Protection;2659812;DeFazio kämpft für Reformen des gesunden Menschenverstands, um die Steuerzahler und die Umwelt vor Giveaways im Hardrock-Bergbau zu schützen;high;schützen
"If one has ""constitutionally protected firearms"" nobody is coming for them as they are indeed constitutionally protected.";01 Health and Safety;Protection;firearms;;protected;firearms;Guns;protected;Protection;2664440;"Wenn man ""verfassungsrechtlich geschützte Schusswaffen"" hat, holt sie niemand, da sie ja verfassungsrechtlich geschützt sind.";high;geschützt
Protecting American Democracy;01 Health and Safety;Protection;Democracy;;Protecting;Democracy;Democracy;Protecting;Protection;2399743;Schutz der amerikanischen Demokratie;high;Schutz
Protecting Taxpayers;01 Health and Safety;Protection;Taxpayers;;Protecting;Taxpayers;Taxation;Protecting;Protection;2397214;Steuerzahler schützen;high;schützen
Election protection is, unfortunately, a necessary aspect of voting because in 2008, U.S. voters are still faced with a number of impediments to casting their ballots for candidates:;01 Health and Safety;Protection;Election;;protection;Election;Elections;protection;Protection;2269885;Der Wahlschutz ist leider ein notwendiger Aspekt der Stimmabgabe, da US-Wähler im Jahr 2008 immer noch mit einer Reihe von Hindernissen bei der Stimmabgabe für Kandidaten konfrontiert sind:;high;Wahlschutz
Anyone can call their personal insanity a religion in order to try to get government protection.;01 Health and Safety;Protection;government;;protection;government;Government;protection;Protection;2457555;Jeder kann seinen persönlichen Wahnsinn eine Religion nennen, um zu versuchen, staatlichen Schutz zu erhalten.;high;Schutz
When you go to the other first-world democracies, you find out that they are quite free...and you find out that no, firearms don't secure a person's freedom.;01 Health and Safety;Protection;firearms;;secure;firearms;Guns;secure;Protection;2671489;Wenn Sie in die anderen Demokratien der Ersten Welt gehen, finden Sie heraus, dass sie ziemlich frei sind ... und Sie finden heraus, dass Schusswaffen die Freiheit einer Person nicht sichern.;high;sichern
The opposition attempts to obscure the blame by hiding behind the faceless shield of bureaucracy.;01 Health and Safety;Protection;bureaucracy;;shield;bureaucracy;Bureaucracy;shield;Protection;2377429;Die Opposition versucht, die Schuld zu verschleiern, indem sie sich hinter dem gesichtslosen Schild der Bürokratie versteckt.;high;Schild
That there are now 38 RTC states without such horrors does not deter the gun control addict, for theirs is not a crusade based upon logic or statistical reality.;01 Health and Safety;Threat;gun control;[threat] addict;addict;gun control;Control of Guns;addict;Addiction;2376903;Dass es jetzt 38 RTC-Staaten ohne solche Schrecken gibt, schreckt den Waffenkontrollsüchtigen nicht ab, denn ihrer ist kein Kreuzzug, der auf Logik oder statistischer Realität basiert.;high;Waffenkontrollsüchtigen
The same government is now addicted to the tax revenue collected from real killer drugs, alcohol and cigarettes.;01 Health and Safety;Threat;the tax revenue collected from real killer drugs, alcohol and cigarettes.;is addicted to [threat];addicted;government;Government;addicted;Addiction;153080;Dieselbe Regierung ist jetzt süchtig nach den Steuereinnahmen aus echten Killerdrogen, Alkohol und Zigaretten.;high;süchtig
After the recent article on the addiction of gun control, a reader left this rebuttal: Odd.;01 Health and Safety;Threat;gun control;;addiction;gun control;Control of Guns;addiction;Addiction;2376902;Nach dem jüngsten Artikel über die Sucht nach Waffenkontrolle hinterließ ein Leser diese Widerlegung: Seltsam.;high;Sucht
Comment pages: « Previous 1 2 Goodbye Hillary and the Clinton lying machine, but for God's sake don't drop out of your life long addiction of campaigning for ultimate power.;01 Health and Safety;Threat;campaigning;;addiction;campaigning;Elections;addiction;Addiction;3118479;Kommentarseiten: « Zurück 1 2 Auf Wiedersehen Hillary und die Clinton-Lügenmaschine, aber fallen Sie um Gottes willen nicht aus Ihrer lebenslangen Sucht, für die ultimative Macht zu kämpfen.;high;Sucht
